subject,predicate,object
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Brain_Injuries
Stomach_Ulcer,22-rdf-syntax-ns#type,Disease
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Cholestasis
Sorghum_bran_white_unenriched_dry_raw,contraindicatedFor,Anemia__Hypochromic
Fish_salmon_Atlantic_farm_raised_raw,recommendedFor,Hypomagnesemia_primary
Anchovies_canned_in_olive_oil_with_salt_drained,predictedFor,Diabetes_Mellitus
Nuts_pecans_halves_raw,recommendedFor,Splenic_Diseases
Cheese_American_restaurant,contraindicatedFor,Cardiovascular_Diseases
Fish_cod_Atlantic_wild_caught_raw,contraindicatedFor,Acute_Coronary_Syndrome
Flour_buckwheat,recommendedFor,Anemia__Iron_Deficiency
Beans_Dry_Dark_Red_Kidney_0_moisture,contraindicatedFor,Kidney_Failure__Chronic
Blueberries_raw,contraindicatedFor,Cardiovascular_Diseases
Seeds_pumpkin_seeds_pepitas_raw,contraindicatedFor,Anemia__Hypochromic
Corn_flour_masa_harina_white_or_yellow_dry_raw,predictedFor,Esophageal_Neoplasms
Flour_almond,recommendedFor,Substance_Withdrawal_Syndrome
Vitamin_D,treats,Hyperparathyroidism__Secondary
Beans_Dry_Light_Red_Kidney_0_moisture,contraindicatedFor,Renal_Insufficiency__Chronic
Cheese_swiss,recommendedFor,Major_Depressive_Disorder
Beans_Dry_Pink_0_moisture,contraindicatedFor,Liver_Diseases
Apples_red_delicious_with_skin_raw,contraindicatedFor,Metabolic_Syndrome
Cheese_monterey_jack_solid,recommendedFor,Movement_Disorders
Oil_coconut,contraindicatedFor,Diabetes_Mellitus__Type_2
Nuts_brazilnuts_raw,recommendedFor,Peripheral_Nervous_System_Diseases
Beans_Dry_Flor_de_Mayo_0_moisture,contraindicatedFor,Colorectal_Neoplasms
Beef_round_top_round_boneless_choice_raw,recommendedFor,Leukemia
Nuts_pine_nuts_raw,recommendedFor,Muscle_Weakness
Chickpeas_garbanzo_beans_bengal_gram_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Proteinuria
Beans_Dry_Pinto_0_moisture,recommendedFor,Weight_Loss
Nuts_almonds_dry_roasted_with_salt_added,contraindicatedFor,Hemochromatosis
Pork_cured_bacon_cooked_restaurant,contraindicatedFor,Arteriosclerosis
Flour_sorghum,contraindicatedFor,Renal_Insufficiency__Chronic
Oil_corn,contraindicatedFor,Liver_Diseases
Pork_cured_bacon_cooked_restaurant,recommendedFor,Hepatomegaly
Beans_Dry_Brown_0_moisture,recommendedFor,Hypomagnesemia_primary
Beet_greens_raw,contraindicatedFor,Myocardial_Infarction
Peanuts_raw,recommendedFor,Testicular_Diseases
Egg_whole_dried,contraindicatedFor,Hypertension__Renal
Sausage_turkey_breakfast_links_mild_raw,recommendedFor,Hypotension
Beans_Dry_Small_Red_0_moisture,contraindicatedFor,Iron_Overload
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Egg_whole_dried,contraindicatedFor,Osteoporosis
Khorasan_grain_dry_raw,recommendedFor,Leukemia
Beet_greens_raw,recommendedFor,Water_Electrolyte_Imbalance
Cheese_parmesan_grated,recommendedFor,Dysgeusia
Cream_cheese_full_fat_block,recommendedFor,Movement_Disorders
Nuts_almonds_whole_raw,contraindicatedFor,Kidney_Diseases__Cystic
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Teratozoospermia
Farro_pearled_dry_raw,recommendedFor,Torsades_de_Pointes
Flour_cassava,recommendedFor,Neoplasms
Chicken_drumstick_meat_and_skin_raw,highIn,Cholesterol
Buttermilk_low_fat,recommendedFor,Kidney_Diseases
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Cardiotoxicity
Nuts_pistachio_nuts_raw,contraindicatedFor,Colonic_Neoplasms
Frankfurter_beef_unheated,22-rdf-syntax-ns#type,Food
Bread_white_commercially_prepared,highInPredicted,Saturated_Fat
Flour_buckwheat,recommendedFor,Vasospasm__Intracranial
Beet_greens_raw,contraindicatedFor,Kidney_Failure__Chronic
Yogurt_plain_nonfat,predictedFor,Memory_Disorders
Sausage_pork_chorizo_link_or_ground_cooked_panfried,predictedFor,Hyperalgesia
Yogurt_plain_whole_milk,contraindicatedFor,Cardiovascular_Diseases
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Prostatic_Neoplasms
Cheese_feta_whole_milk_crumbled,contraindicatedFor,Heart_Diseases
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Hypomagnesemia_primary
Soy_milk_unsweetened_plain_shelf_stable,predictedFor,Muscle_Weakness
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,contraindicatedFor,Anemia__Hypochromic
Beans_Dry_Small_Red_0_moisture,recommendedFor,Diabetes_Mellitus
Beans_Dry_Tan_0_moisture,recommendedFor,Necrosis
Beans_Dry_Small_Red_0_moisture,contraindicatedFor,Liver_Cirrhosis
Beans_Dry_Brown_0_moisture,recommendedFor,Long_QT_Syndrome
Egg_white_dried,recommendedFor,Muscle_Weakness
Beans_Dry_Cranberry_0_moisture,recommendedFor,Osteoporosis
Sugars_granulated,contraindicatedFor,Metabolic_Syndrome
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Heart_Defects__Congenital
Oats_whole_grain_steel_cut,recommendedFor,Atherosclerosis
Flour_oat_whole_grain,recommendedFor,Pain
Crustaceans_shrimp_farm_raised_raw,contraindicatedFor,Edema
Cheese_feta_whole_milk_crumbled,contraindicatedFor,Acute_Kidney_Injury
Beans_Dry_Brown_0_moisture,recommendedFor,Neoplasms
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Necrosis
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Colitis
Potatoes_gold_without_skin_raw,22-rdf-syntax-ns#type,Food
Beans_Dry_Carioca_0_moisture,recommendedFor,Hypomagnesemia_primary
Seeds_sunflower_seed_kernel_raw,recommendedFor,Splenic_Diseases
Peanuts_raw,contraindicatedFor,Anemia__Hypochromic
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,contraindicatedFor,Atherosclerosis
Snow_crab_legs_only_frozen__,recommendedFor,Cardiotoxicity
Restaurant_Chinese_sweet_and_sour_pork,contraindicatedFor,Insulin_Resistance
Corn_flour_masa_harina_white_or_yellow_dry_raw,predictedFor,Inflammation
Flour_corn_yellow_fine_meal_enriched,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Egg_yolk_raw_frozen_pasteurized,predictedFor,Coronary_Vasospasm
Flaxseed_ground,recommendedFor,Tachycardia__Ventricular
Flour_potato,recommendedFor,Arthralgia
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Neurologic_Manifestations
Flour_quinoa,recommendedFor,Hypokalemia
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Long_QT_Syndrome
Nuts_pistachio_nuts_raw,predictedFor,Disease_Progression
Beans_Dry_Red_0_moisture,contraindicatedFor,Kidney_Diseases__Cystic
Beans_Dry_Small_Red_0_moisture,recommendedFor,Hemorrhage
Apple_juice_with_added_vitamin_C_from_concentrate_shelf_stable,contraindicatedFor,Liver_Diseases
Beef_flank_steak_boneless_choice_raw,highIn,Zinc
Frankfurter_beef_unheated,contraindicatedFor,Hyperlipidemias
Flaxseed_ground,recommendedFor,Dysgeusia
Pork_loin_tenderloin_boneless_raw,recommendedFor,Tremor
Potatoes_gold_without_skin_raw,recommendedFor,Diabetes_Mellitus
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Acrodermatitis
Crustaceans_shrimp_farm_raised_raw,contraindicatedFor,Kidney_Calculi
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Multiple_Myeloma
Sorghum_whole_grain_white_dry_raw,predictedFor,Hypokalemia
Blueberries_raw,contraindicatedFor,Diabetes_Mellitus
Flour_potato,contraindicatedFor,Malabsorption_Syndromes
Sauce_salsa_readytoserve,contraindicatedFor,Coronary_Disease
Parsnips_raw,contraindicatedFor,Epilepsy
Cheese_dry_white_queso_seco,recommendedFor,Stomach_Ulcer
Cheese_pasteurized_process_American_vitamin_D_fortified,contraindicatedFor,Hypertension__Renal
Flour_sorghum,recommendedFor,Acute_Kidney_Injury
Kiwifruit_green_raw,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Cheese_pasteurized_process_American_vitamin_D_fortified,contraindicatedFor,Osteoporosis
Cheese_mozzarella_low_moisture_partskim,contraindicatedFor,Acute_Coronary_Syndrome
Sesame_butter_creamy,contraindicatedFor,Hepatolenticular_Degeneration
Squid_calamari_frozen_tubes_only,highIn,Sodium
Beans_Dry_Pinto_0_moisture,recommendedFor,Osteoporosis
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Carcinoma__Ehrlich_Tumor
Almond_butter_creamy,recommendedFor,Nerve_Compression_Syndromes
Tomato_juice_with_added_ingredients_from_concentrate_shelf_stable,contraindicatedFor,Nephrolithiasis
Beans_Dry_Navy_0_moisture,recommendedFor,Muscle_Weakness
Eggs_Grade_A_Large_egg_whole,recommendedFor,Hypoparathyroidism
Beans_Dry_Carioca_0_moisture,recommendedFor,Neoplasms
Cream_sour_full_fat,recommendedFor,Periodontitis
Nuts_macadamia_nuts_raw,recommendedFor,Arrhythmias__Cardiac
Flour_coconut,recommendedFor,Diabetes_Mellitus
Zinc,treats,Acute_Kidney_Injury
predictedFor,rdf-schema#range,Disease
Nuts_almonds_whole_raw,recommendedFor,Urinary_Bladder_Diseases
Milk_lowfat_fluid_1_milkfat_with_added_vitamin_A_and_vitamin_D,recommendedFor,Osteoporosis
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Cardiotoxicity
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Osteoporosis__Postmenopausal
Figs_dried_uncooked,recommendedFor,Long_QT_Syndrome
Blackeye_pea_canned_sodium_added_drained_and_rinsed,highIn,Sodium
Potatoes_red_without_skin_raw,recommendedFor,Muscular_Diseases
Nuts_brazilnuts_raw,contraindicatedFor,Copper_Metabolism_Disorders
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Tachycardia__Ventricular
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,contraindicatedFor,Acute_Kidney_Injury
Nuts_pine_nuts_raw,recommendedFor,Major_Depressive_Disorder
Flour_soy_fullfat,recommendedFor,Neurologic_Manifestations
Sorghum_bran_white_unenriched_dry_raw,contraindicatedFor,Kidney_Calculi
Cream_sour_full_fat,recommendedFor,Hypertension
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Hypertrophy
Flour_rye,recommendedFor,Tremor
Cheese_cottage_lowfat_2_milkfat,contraindicatedFor,Nephrolithiasis
Corn_flour_masa_harina_white_or_yellow_dry_raw,contraindicatedFor,Renal_Insufficiency
Beans_Dry_Small_Red_0_moisture,recommendedFor,Substance_Withdrawal_Syndrome
Cheese_parmesan_grated_refrigerated,recommendedFor,Teratozoospermia
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,contraindicatedFor,Immune_System_Diseases
Seeds_pumpkin_seeds_pepitas_raw,contraindicatedFor,Kidney_Calculi
Egg_whole_dried,recommendedFor,Muscle_Cramp
Cheese_queso_fresco_solid,contraindicatedFor,Insulin_Resistance
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Stomach_Ulcer
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Egg_whole_dried,recommendedFor,Hypocalcemia
Chia_seeds_dry_raw,recommendedFor,Sinus_Arrest__Cardiac
Beef_ground_80_lean_meat__20_fat_raw,highIn,Zinc
Cheese_monterey_jack_solid,predictedFor,Psychotic_Disorders
Cheese_monterey_jack_solid,contraindicatedFor,Diabetes_Mellitus__Type_2
Flour_wheat_allpurpose_enriched_unbleached,recommendedFor,Autistic_Disorder
Nuts_brazilnuts_raw,contraindicatedFor,Renal_Insufficiency__Chronic
Parsnips_raw,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Parsnips_raw,predictedFor,Seizures
Beans_Dry_Pink_0_moisture,highIn,Calcium
Khorasan_grain_dry_raw,recommendedFor,Cerebrovascular_Disorders
Sugar,22-rdf-syntax-ns#type,Nutrient
Cheese_parmesan_grated,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Hummus_commercial,recommendedFor,Arrhythmias__Cardiac
Sugar,worsensWith,Cardiovascular_Diseases
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,contraindicatedFor,Edema
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Paralysis
Seeds_sunflower_seed_kernel_raw,recommendedFor,Autistic_Disorder
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Drug_Overdose
Potatoes_red_without_skin_raw,recommendedFor,Arrhythmias__Cardiac
Oats_whole_grain_steel_cut,recommendedFor,Splenic_Diseases
Nuts_almonds_dry_roasted_with_salt_added,contraindicatedFor,Coronary_Disease
Brussels_sprouts_raw,recommendedFor,Paralysis
Beef_round_top_round_boneless_choice_raw,recommendedFor,Teratozoospermia
Chickpeas_garbanzo_beans_bengal_gram_dry,contraindicatedFor,Gout
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Asthma
Egg_whole_raw_frozen_pasteurized,contraindicatedFor,Nephrocalcinosis
Flour_buckwheat,predictedFor,Cardiomyopathies
Beef_ribeye_steak_boneless_choice_raw,contraindicatedFor,Immune_System_Diseases
Flour_cassava,highIn,Iron
Flour_whole_wheat_unenriched,contraindicatedFor,Hypokalemic_Periodic_Paralysis
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Diabetic_Cardiomyopathies
Beans_cannellini_dry,recommendedFor,Hyperalgesia
Cheese_queso_fresco_solid,recommendedFor,Hypotension
Egg_white_dried,contraindicatedFor,Gout
Chicken_broiler_or_fryers_breast_skinless_boneless_meat_only_cooked_braised,contraindicatedFor,Atherosclerosis
Nuts_almonds_whole_raw,contraindicatedFor,Diarrhea
Beans_Dry_Medium_Red_0_moisture,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Seeds_sunflower_seed_kernel_raw,contraindicatedFor,Hepatic_Encephalopathy
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,contraindicatedFor,Diarrhea
Khorasan_grain_dry_raw,recommendedFor,Teratozoospermia
Milk_reduced_fat_fluid_2_milkfat_with_added_vitamin_A_and_vitamin_D,contraindicatedFor,Myocardial_Infarction
Sausage_turkey_breakfast_links_mild_raw,contraindicatedFor,Hypertension__Renal
Snow_crab_legs_only_frozen__,recommendedFor,Pulpitis
Cheese_monterey_jack_solid,recommendedFor,Ventricular_Fibrillation
Egg_yolk_dried,recommendedFor,Stomach_Ulcer
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,predictedFor,Arthralgia
Sausage_turkey_breakfast_links_mild_raw,contraindicatedFor,Osteoporosis
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,contraindicatedFor,Kidney_Calculi
Spinach_baby,recommendedFor,Substance_Withdrawal_Syndrome
Nuts_macadamia_nuts_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Corn_flour_masa_harina_white_or_yellow_dry_raw,highInPredicted,Zinc
Fish_tuna_light_canned_in_water_drained_solids,recommendedFor,Neurologic_Manifestations
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Cardiomyopathies
Flaxseed_ground,recommendedFor,Tachycardia__Ectopic_Atrial
Flour_coconut,recommendedFor,Substance_Withdrawal_Syndrome
Buttermilk_low_fat,recommendedFor,Periodontitis
Beans_cannellini_dry,recommendedFor,Periodontitis
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Brain_Injuries
Nuts_pistachio_nuts_raw,recommendedFor,Atrial_Fibrillation
Ham_sliced_restaurant,contraindicatedFor,Stroke
Renal_Insufficiency__Chronic,22-rdf-syntax-ns#type,Disease
Egg_whole_dried,highIn,Vitamin_D
Almond_butter_creamy,recommendedFor,Hypomagnesemia_primary
Nuts_pecans_halves_raw,highIn,Iron
Beans_kidney_dark_red_canned_sodium_added_sugar_added_drained_and_rinsed,contraindicatedFor,Edema
Nuts_pistachio_nuts_raw,recommendedFor,Developmental_Disabilities
Nuts_hazelnuts_or_filberts_raw,predictedFor,Asthma
Farro_pearled_dry_raw,recommendedFor,Hyperalgesia
Flour_almond,contraindicatedFor,Colorectal_Neoplasms
Cream_cheese_full_fat_block,recommendedFor,Ventricular_Fibrillation
Seeds_sunflower_seed_kernel_raw,highIn,Magnesium
Plantains_overripe_raw,recommendedFor,Tremor
Peanuts_raw,contraindicatedFor,Kidney_Calculi
Squid_calamari_frozen_tubes_only,contraindicatedFor,Hypertension__Pulmonary
Tomato_puree_canned,recommendedFor,Tremor
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Arrhythmias__Cardiac
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Periodontitis
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Splenic_Diseases
Oil_olive_extra_light,contraindicatedFor,Diabetes_Mellitus__Type_2
Beans_Dry_Pink_0_moisture,contraindicatedFor,Constipation
Buttermilk_low_fat,recommendedFor,Hypertension
Grapes_green_seedless_raw,contraindicatedFor,Metabolic_Syndrome
Beans_cannellini_dry,recommendedFor,Hypertension
Beans_black_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Acute_Coronary_Syndrome
Chicken_broilers_or_fryers_drumstick_meat_only_cooked_braised,highIn,Cholesterol
Pork_cured_bacon_cooked_restaurant,contraindicatedFor,Renal_Insufficiency__Chronic
Nuts_pine_nuts_raw,highInPredicted,Protein
Beans_Dry_Tan_0_moisture,recommendedFor,Diabetes_Mellitus
Buttermilk_low_fat,recommendedFor,Rickets
Beans_cannellini_dry,recommendedFor,Rickets
Flaxseed_ground,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Squid_calamari_frozen_tubes_only,recommendedFor,Kidney_Diseases__Cystic
Beef_flank_steak_boneless_choice_raw,recommendedFor,Cell_Transformation__Neoplastic
Flour_sorghum,contraindicatedFor,Iron_Overload
Cheese_queso_fresco_solid,recommendedFor,Necrosis
Egg_whole_raw_frozen_pasteurized,contraindicatedFor,Renal_Insufficiency
Millet_whole_grain,recommendedFor,Torsades_de_Pointes
Beans_Dry_Navy_0_moisture,recommendedFor,Major_Depressive_Disorder
Flaxseed_ground,recommendedFor,Fasciculation
Cheese_dry_white_queso_seco,contraindicatedFor,Gout
Beans_Dry_Black_0_moisture,recommendedFor,Cholestasis__Extrahepatic
Beans_kidney_dark_red_canned_sodium_added_sugar_added_drained_and_rinsed,contraindicatedFor,Kidney_Calculi
Chicken_broilers_or_fryers_drumstick_meat_only_cooked_braised,recommendedFor,Kidney_Diseases__Cystic
Bread_white_commercially_prepared,contraindicatedFor,Cardiovascular_Diseases
Vitamin_D,treats,Memory_Disorders
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Diabetes_Mellitus
Beans_Dry_Cranberry_0_moisture,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Hummus_commercial,contraindicatedFor,Malabsorption_Syndromes
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Rickets
Beans_Dry_Light_Red_Kidney_0_moisture,contraindicatedFor,Liver_Cirrhosis
Parsnips_raw,predictedFor,Pain
Peanuts_raw,recommendedFor,Paralysis
Mushroom_beech,recommendedFor,Heart_Diseases
Flour_potato,recommendedFor,Water_Electrolyte_Imbalance
Almond_milk_unsweetened_plain_refrigerated,recommendedFor,Inflammation
Hummus_commercial,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Cheese_parmesan_grated,recommendedFor,Disease_Progression
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Cell_Transformation__Neoplastic
Farro_pearled_dry_raw,recommendedFor,Hypertension
Beans_Dry_Small_White_0_moisture,contraindicatedFor,Cardiovascular_Diseases
Peanuts_raw,recommendedFor,Asthma
Potatoes_red_without_skin_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Egg_white_dried,contraindicatedFor,Hypercalcemia
Almond_butter_creamy,recommendedFor,Neoplasms
Rice_black_unenriched_raw,recommendedFor,Magnesium_Deficiency
Cheese_swiss,recommendedFor,Carcinoma__Squamous_Cell
Snow_crab_legs_only_frozen__,recommendedFor,Arrhythmias__Cardiac
Flour_sorghum,contraindicatedFor,Liver_Cirrhosis
Mandarin_seedless_peeled_raw,contraindicatedFor,Obesity
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,contraindicatedFor,Kidney_Failure__Chronic
Beans_Dry_Dark_Red_Kidney_0_moisture,contraindicatedFor,Hemosiderosis
Milk_whole_325_milkfat_with_added_vitamin_D,predictedFor,Cognition_Disorders
Flour_buckwheat,contraindicatedFor,Liver_Diseases
Cheese_provolone_sliced,recommendedFor,Stomach_Ulcer
highInPredicted,rdf-schema#label,embedding-predicted high-in-nutrient edge
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,contraindicatedFor,Proteinuria
Cherries_sweet_dark_red_raw,contraindicatedFor,Obesity
Flour_whole_wheat_unenriched,recommendedFor,Diabetes_Mellitus__Type_2
Flour_soy_defatted,highIn,Carbohydrate
Flour_soy_defatted,recommendedFor,Edema
Beet_greens_raw,recommendedFor,Arrhythmias__Cardiac
Sausage_pork_chorizo_link_or_ground_cooked_panfried,recommendedFor,Arthralgia
Cheese_cheddar,recommendedFor,Drug_Overdose
Einkorn_grain_dry_raw,highIn,Carbohydrate
Cheese_ricotta_whole_milk,contraindicatedFor,Hyperparathyroidism__Secondary
Flour_potato,predictedFor,Prenatal_Injuries
Oats_whole_grain_steel_cut,recommendedFor,Autistic_Disorder
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Hemorrhage
Beef_round_top_round_boneless_choice_raw,contraindicatedFor,Acute_Kidney_Injury
Beans_Dry_Small_Red_0_moisture,22-rdf-syntax-ns#type,Food
Oats_whole_grain_rolled_old_fashioned,contraindicatedFor,Cardiovascular_Diseases
Snapper_frozen_wild_caught,contraindicatedFor,Renal_Insufficiency__Chronic
Scallops_sea_frozen_wild_caught,contraindicatedFor,Heart_Diseases
Spinach_baby,highInPredicted,Carbohydrate
Beef_short_loin_NY_strip_steak_raw,contraindicatedFor,Gout
Eggs_Grade_A_Large_egg_whole,contraindicatedFor,Heart_Diseases
Flour_oat_whole_grain,contraindicatedFor,Anemia
Einkorn_grain_dry_raw,recommendedFor,Hypomagnesemia_primary
Fish_tuna_light_canned_in_water_drained_solids,recommendedFor,Mental_Disorders
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Fasciculation
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Neural_Tube_Defects
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Esophageal_Neoplasms
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Hypotension
Nuts_cashew_nuts_raw,recommendedFor,Cardiomyopathies
Cheese_monterey_jack_solid,predictedFor,Bone_Diseases__Endocrine
Zinc,treats,Hypotension
Beef_chuck_roast_boneless_choice_raw,contraindicatedFor,Anemia
Mushroom_pioppini,contraindicatedFor,Kidney_Diseases
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Cell_Transformation__Neoplastic
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Hypokalemia
Beans_Dry_Pinto_0_moisture,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Lamb_ground_raw,recommendedFor,Splenic_Diseases
Juice_pomegranate_from_concentrate_shelfstable,contraindicatedFor,Obesity
Flour_soy_defatted,recommendedFor,Sinus_Arrest__Cardiac
Beans_Dry_Pink_0_moisture,contraindicatedFor,Hyperkalemia
Beans_Dry_Light_Tan_0_moisture,highIn,Potassium
Cheese_provolone_sliced,recommendedFor,Diabetic_Cardiomyopathies
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Sauce_salsa_readytoserve,contraindicatedFor,Proteinuria
Cheese_pasteurized_process_cheese_food_or_product_American_singles,highIn,Sodium
Beef_ribeye_steak_boneless_choice_raw,contraindicatedFor,Kidney_Failure__Chronic
Cheese_dry_white_queso_seco,recommendedFor,Multiple_Myeloma
Flour_whole_wheat_unenriched,recommendedFor,Fever
Pickles_cucumber_dill_or_kosher_dill,contraindicatedFor,Myocardial_Infarction
Beeftenderloin_steak_raw,contraindicatedFor,Nephrotic_Syndrome
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Mobility_Limitation
Nuts_walnuts_English_halves_raw,recommendedFor,Stomach_Ulcer
Pickles_cucumber_dill_or_kosher_dill,recommendedFor,Water_Electrolyte_Imbalance
Beet_greens_raw,contraindicatedFor,Hemosiderosis
Seeds_sunflower_seed_kernel_raw,recommendedFor,Bone_Diseases
Eggs_Grade_A_Large_egg_whole,predictedFor,Drug_Overdose
Flour_barley,contraindicatedFor,Iron_Overload
Beans_Dry_Tan_0_moisture,recommendedFor,Substance_Withdrawal_Syndrome
Beans_Dry_Navy_0_moisture,contraindicatedFor,Hypercalcemia
Wild_rice_dry_raw,highIn,Carbohydrate
Cheese_pasteurized_process_American_vitamin_D_fortified,predictedFor,Stomach_Ulcer
Oats_whole_grain_steel_cut,highIn,Magnesium
Vitamin_D,treats,Hypertension
Flour_semolina_fine,recommendedFor,Migraine_Disorders
Beans_Dry_Small_White_0_moisture,contraindicatedFor,Hepatolenticular_Degeneration
Cheese_dry_white_queso_seco,predictedFor,Hyperkinesis
Nuts_pecans_halves_raw,recommendedFor,COVID_19
Nuts_almonds_whole_raw,highIn,Zinc
Fish_tuna_light_canned_in_water_drained_solids,contraindicatedFor,Ischemic_Stroke
Pickles_cucumber_dill_or_kosher_dill,contraindicatedFor,Kidney_Failure__Chronic
Almond_milk_unsweetened_plain_refrigerated,highIn,Vitamin_D
Egg_yolk_dried,contraindicatedFor,Gout
Rice_brown_long_grain_unenriched_raw,recommendedFor,Arrhythmias__Cardiac
Tomato_paste_canned_without_salt_added,contraindicatedFor,Hyperglycemia
Beans_Dry_Pink_0_moisture,contraindicatedFor,Acute_Kidney_Injury
Tomatoes_whole_canned_solids_and_liquids_with_salt_added,contraindicatedFor,Kidney_Diseases
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Glioma
Collards_raw,recommendedFor,Rickets
Yogurt_Greek_plain_nonfat,recommendedFor,Polyradiculopathy
Apples_red_delicious_with_skin_raw,contraindicatedFor,Liver_Diseases
Ham_sliced_prepackaged_deli_meat_96fat_free_water_added,recommendedFor,Nerve_Degeneration
Nuts_almonds_whole_raw,contraindicatedFor,Gastrointestinal_Diseases
Grapes_red_seedless_raw,contraindicatedFor,Obesity
Tomatoes_crushed_canned,highIn,Iron
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,contraindicatedFor,Gastrointestinal_Diseases
Flour_whole_wheat_unenriched,recommendedFor,Polycystic_Ovary_Syndrome
Flour_barley,contraindicatedFor,Liver_Cirrhosis
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Insulin_Resistance
Oats_whole_grain_rolled_old_fashioned,contraindicatedFor,Hepatolenticular_Degeneration
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Torsades_de_Pointes
